city,date,year,month,day,high_temp,avg_temp,low_temp,high_dewpt,avg_dewpt,low_dewpt,high_humidity,avg_humidity,low_humidity,high_hg,avg_hg,low_hg,high_vis,avg_vis,low_vis,high_wind,avg_wind,max_wind_gust,precip,events,Rain,Fog,Thunderstorm,Snow,Hail
Auckland,2016-02-25,2016,2,25,23.89,18.89,13.89,16.11,15.0,12.78,94,77,60,1022.01,1020.65,1018.96,15.24,15.24,15.24,22.53,8.05,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-02-26,2016,2,26,25.56,20.56,15.56,18.89,16.67,13.89,94,77,50,1020.99,1019.98,1018.96,15.24,15.24,15.24,20.92,6.44,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-02-27,2016,2,27,26.67,21.67,16.67,22.78,19.44,17.22,100,86,61,1019.98,1017.95,1015.24,15.24,15.24,10.16,27.36,9.66,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-02-28,2016,2,28,25.56,23.33,20.56,22.22,20.56,18.89,100,88,65,1017.95,1016.93,1015.24,15.24,15.24,5.08,28.97,14.48,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-02-29,2016,2,29,22.78,21.11,20.0,22.22,20.56,17.78,100,94,83,1015.24,1014.22,1013.2,15.24,15.24,5.08,27.36,11.27,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-03-01,2016,3,1,21.67,20.0,17.78,20.0,18.33,16.11,100,88,73,1017.95,1015.24,1013.2,15.24,15.24,10.16,24.14,11.27,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-03-02,2016,3,2,22.78,20.0,16.67,17.22,15.56,13.89,88,77,61,1026.07,1020.32,1017.27,15.24,15.24,15.24,20.92,14.48,37.01,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-03-03,2016,3,3,23.89,20.0,15.56,16.11,13.89,12.78,94,74,53,1029.12,1027.43,1025.06,15.24,15.24,15.24,19.31,8.05,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-03-04,2016,3,4,23.89,20.0,15.56,17.22,15.0,12.22,94,74,50,1029.12,1027.09,1024.04,15.24,15.24,15.24,19.31,8.05,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-03-05,2016,3,5,25.0,20.0,15.56,17.78,16.67,15.0,100,81,57,1026.07,1025.06,1023.03,15.24,15.24,15.24,24.14,8.05,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-03-06,2016,3,6,23.89,19.44,15.0,17.78,16.67,15.0,100,81,61,1025.06,1024.38,1024.04,15.24,15.24,15.24,24.14,9.66,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-03-07,2016,3,7,23.89,22.22,20.56,18.89,18.33,16.11,83,79,69,1024.04,1022.69,1020.99,15.24,15.24,15.24,32.19,22.53,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-03-08,2016,3,8,23.89,22.22,20.0,17.78,17.22,16.11,88,76,65,1022.01,1020.99,1019.98,15.24,15.24,15.24,33.8,24.14,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-03-09,2016,3,9,22.78,20.0,17.78,18.89,15.56,12.78,94,74,57,1025.06,1023.03,1019.98,15.24,15.24,10.16,25.75,20.92,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-03-10,2016,3,10,22.78,17.78,12.78,17.22,14.44,12.78,100,78,57,1025.06,1022.35,1018.96,15.24,15.24,15.24,28.97,9.66,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-03-11,2016,3,11,22.78,20.0,17.78,20.0,16.67,13.89,100,78,60,1024.04,1018.96,1017.27,15.24,15.24,10.16,28.97,19.31,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-03-12,2016,3,12,21.67,17.22,12.78,13.89,9.44,6.11,77,61,46,1030.14,1028.1,1024.04,15.24,15.24,15.24,28.97,16.09,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-03-13,2016,3,13,22.78,17.78,12.78,13.89,12.22,10.0,94,70,44,1030.14,1028.1,1026.07,15.24,15.24,15.24,16.09,8.05,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-03-14,2016,3,14,22.78,17.78,12.78,16.11,13.89,12.22,100,77,56,1027.09,1023.7,1020.99,15.24,15.24,15.24,19.31,6.44,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-03-15,2016,3,15,23.89,19.44,15.0,17.78,15.56,13.89,100,81,57,1020.99,1018.62,1017.27,15.24,15.24,10.16,27.36,9.66,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-03-16,2016,3,16,25.0,22.22,18.89,18.89,18.33,17.22,100,85,65,1018.96,1017.61,1016.25,15.24,15.24,15.24,22.53,9.66,33.8,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-03-17,2016,3,17,20.56,18.89,16.67,18.89,17.78,16.11,100,93,83,1019.98,1019.3,1017.95,15.24,15.24,5.08,24.14,8.05,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-03-18,2016,3,18,23.89,20.0,16.67,18.89,16.67,15.0,100,82,61,1022.01,1020.65,1019.98,15.24,15.24,15.24,32.19,14.48,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-03-19,2016,3,19,22.78,20.0,16.67,17.22,15.56,13.89,94,76,57,1023.03,1022.01,1020.99,15.24,15.24,15.24,32.19,17.7,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-03-20,2016,3,20,23.89,20.0,16.67,20.0,16.67,15.0,94,80,61,1023.03,1022.01,1020.99,15.24,15.24,7.62,32.19,14.48,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-03-21,2016,3,21,25.0,20.0,15.56,17.78,16.11,15.0,100,79,57,1023.03,1020.65,1018.96,15.24,15.24,15.24,32.19,14.48,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-03-22,2016,3,22,23.89,21.11,17.78,17.78,16.67,13.89,94,76,57,1020.99,1018.62,1017.27,15.24,15.24,15.24,37.01,17.7,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-03-23,2016,3,23,21.67,21.11,20.0,20.0,18.89,17.22,94,88,78,1017.95,1015.58,1012.19,15.24,15.24,5.08,46.67,32.19,64.37,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-03-24,2016,3,24,22.78,21.11,20.0,22.22,20.0,18.89,100,92,78,1013.2,1011.17,1009.14,15.24,15.24,5.08,54.72,30.58,72.42,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-03-25,2016,3,25,23.89,21.11,18.89,20.0,18.89,17.78,100,90,73,1014.22,1013.2,1012.19,15.24,15.24,7.62,20.92,6.44,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-03-26,2016,3,26,23.89,21.11,17.78,18.89,17.78,16.11,100,85,65,1014.22,1013.2,1012.19,15.24,15.24,15.24,22.53,8.05,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-03-27,2016,3,27,22.78,20.0,16.67,17.78,16.67,16.11,94,82,65,1015.24,1013.2,1012.19,15.24,15.24,15.24,20.92,9.66,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-03-28,2016,3,28,21.67,18.33,15.0,17.78,15.56,15.0,100,83,64,1017.95,1016.25,1015.24,15.24,15.24,15.24,24.14,11.27,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-03-29,2016,3,29,22.78,18.89,15.0,17.22,14.44,12.22,100,78,53,1020.99,1018.96,1017.95,15.24,15.24,15.24,22.53,9.66,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-03-30,2016,3,30,22.78,18.89,15.0,13.89,11.67,7.78,82,62,38,1024.04,1020.99,1019.98,15.24,15.24,15.24,20.92,12.87,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-03-31,2016,3,31,20.56,17.22,13.89,15.0,13.33,12.22,94,76,60,1025.06,1023.36,1022.01,15.24,15.24,15.24,25.75,9.66,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-04-01,2016,4,1,20.56,18.89,16.67,17.78,15.0,12.22,94,79,68,1024.04,1020.32,1017.95,15.24,15.24,15.24,32.19,16.09,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-04-02,2016,4,2,25.56,22.22,18.89,21.11,18.89,17.22,100,86,65,1018.96,1017.27,1015.24,15.24,15.24,15.24,24.14,16.09,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-04-03,2016,4,3,23.89,21.11,17.78,18.89,18.33,17.22,100,88,73,1017.27,1016.25,1015.24,15.24,15.24,15.24,32.19,11.27,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-04-04,2016,4,4,21.67,18.89,15.56,17.78,14.44,10.0,100,76,53,1015.24,1013.88,1013.2,15.24,15.24,15.24,28.97,16.09,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-04-05,2016,4,5,20.56,17.22,13.89,13.89,12.22,10.0,94,75,49,1019.98,1016.25,1013.2,15.24,15.24,15.24,24.14,16.09,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-04-06,2016,4,6,20.0,15.0,10.0,12.78,8.89,7.22,88,68,43,1022.01,1020.99,1019.98,15.24,15.24,2.54,19.31,11.27,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-04-07,2016,4,7,20.0,15.0,10.0,13.89,11.67,8.89,94,79,60,1020.99,1019.3,1017.95,15.24,15.24,15.24,20.92,6.44,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-04-08,2016,4,8,20.56,16.67,12.78,17.78,14.44,11.11,100,84,68,1017.95,1016.25,1014.22,15.24,15.24,10.16,24.14,12.87,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-04-09,2016,4,9,20.56,16.67,12.78,13.89,12.78,11.11,100,79,53,1020.99,1019.3,1017.95,15.24,15.24,15.24,16.09,6.44,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-04-10,2016,4,10,20.0,15.56,10.56,15.0,13.33,11.11,100,89,60,1020.99,1019.98,1018.96,15.24,15.24,10.16,16.09,4.83,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-04-11,2016,4,11,20.56,17.22,13.89,17.22,15.0,12.22,100,85,68,1017.95,1017.27,1016.25,15.24,15.24,12.7,20.92,8.05,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-04-12,2016,4,12,22.78,18.33,13.89,17.78,16.11,12.78,100,83,65,1017.95,1017.27,1016.25,15.24,15.24,12.7,27.36,14.48,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-04-13,2016,4,13,18.89,16.67,13.89,17.78,14.44,11.11,100,83,68,1022.01,1018.62,1016.25,15.24,15.24,7.62,25.75,14.48,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-04-14,2016,4,14,20.56,16.67,12.78,13.89,12.22,8.89,94,77,60,1026.07,1024.38,1022.01,15.24,15.24,15.24,20.92,9.66,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-04-15,2016,4,15,20.0,15.0,10.0,13.89,11.11,8.89,100,80,56,1026.07,1024.38,1022.01,15.24,15.24,15.24,12.87,4.83,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-04-16,2016,4,16,20.0,15.56,11.67,12.78,11.11,10.0,94,76,52,1024.04,1022.35,1019.98,15.24,15.24,15.24,24.14,11.27,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-04-17,2016,4,17,18.89,16.67,15.0,17.78,15.56,12.78,100,94,88,1019.98,1015.24,1011.17,15.24,15.24,5.08,20.92,9.66,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-04-18,2016,4,18,20.56,17.78,15.56,17.22,15.0,12.78,100,83,68,1017.95,1013.88,1011.17,15.24,15.24,5.08,32.19,17.7,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-04-19,2016,4,19,20.56,17.22,13.89,15.0,12.78,11.11,94,78,64,1027.09,1023.03,1017.95,15.24,15.24,15.24,14.48,8.05,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-04-20,2016,4,20,20.0,16.67,12.78,16.11,13.33,11.11,100,84,60,1028.1,1027.09,1026.07,15.24,15.24,15.24,20.92,4.83,0.0,0.0,Fog,0.0,1.0,0.0,0.0,0.0
Auckland,2016-04-21,2016,4,21,20.56,16.67,12.78,13.89,12.22,8.89,94,75,49,1029.12,1028.1,1027.09,15.24,15.24,15.24,12.87,4.83,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-04-22,2016,4,22,21.67,17.78,13.89,13.89,12.22,10.0,88,74,46,1029.12,1026.75,1024.04,15.24,15.24,15.24,16.09,9.66,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-04-23,2016,4,23,21.67,16.11,10.56,13.89,12.78,11.11,100,78,56,1024.04,1019.64,1016.25,15.24,15.24,15.24,19.31,6.44,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2016-04-24,2016,4,24,17.78,16.67,15.0,17.22,13.89,8.89,100,85,63,1017.27,1015.58,1014.22,15.24,15.24,5.08,28.97,12.87,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-04-25,2016,4,25,20.0,17.78,15.0,15.0,12.22,10.0,83,72,63,1019.98,1017.95,1017.27,15.24,15.24,15.24,35.41,25.75,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-04-26,2016,4,26,20.0,17.78,13.89,13.89,12.22,10.0,94,75,60,1020.99,1019.3,1017.95,15.24,15.24,15.24,41.84,25.75,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2016-04-27,2016,4,27,20.0,15.56,10.56,13.89,12.22,10.0,100,83,56,1028.1,1024.72,1022.01,15.24,15.24,2.54,19.31,4.83,0.0,0.001,"Fog , Rain",1.0,1.0,0.0,0.0,0.0
